address,business_area,cityname,id,lat,lon,name,pname,tel,type
福州路355号,,上海市,B00155LNEQ,31.233859,121.483307,上海文化商厦,上海市,021-63749348;021-63740816;021-63266588,购物服务;商场;购物中心|购物服务;商场;普通商场
解放西路000号,南桥,上海市,B00155R1CU,30.913646,121.45672,文化广场(南桥路),上海市,[],风景名胜;公园广场;城市广场
殷高西路711号,高境镇,上海市,B0FFHN3M26,31.320176,121.468982,高境文化广场,上海市,021-36612367;021-36612366,购物服务;商场;购物中心
枫泾镇朱枫公路和叶新公路交界处金三角加油站300米,,上海市,B0FFGJ9K6B,30.934060,121.029554,开太鱼文化,上海市,18217517778,公司企业;公司;公司
松江区,泗泾,上海市,BZAEQZ00ZT,31.115357,121.276237,文化路,上海市,[],地名地址信息;交通地名;道路名
豫园街道淮海东路45-49号东淮海国际大厦9楼902,,上海市,B0FFGOHC4T,31.226237,121.482496,元驰文化,上海市,[],购物服务;文化用品店;文化用品店
岳阳路18号2层,岳阳,上海市,B0FFGJRIV9,31.208225,121.451650,谷米文化,上海市,021-64663716,科教文化服务;培训机构;培训机构
四川中路621号,,上海市,B0FFGILM4O,31.242266,121.486090,君苑文化,上海市,021-52620098,购物服务;专卖店;古玩字画店|公司企业;公司;公司
航头镇航鹤路388号,航头,上海市,B00155717D,31.029631,121.587527,航头镇文化中心,上海市,021-58222255,科教文化服务;文化宫;文化宫
南丹东路238号新东亚大厦27层e座,龙华,上海市,B0FFG8EWBN,31.188924,121.439184,圣巴文化,上海市,[],购物服务;购物相关场所;购物相关场所
[],,上海市,B0FFK9FFPP,31.220480,121.451758,巨鹿文化商业广场,上海市,[],购物服务;商场;商场
虹梅路街道虹梅路街道宜山路700号c1栋,漕河泾,上海市,B0FFMB719J,31.175359,121.418385,阿婆文化,上海市,[],购物服务;专卖店;专营店
零陵路899号飞洲国际大厦8楼8N室,龙华,上海市,B0FFINOYL1,31.183253,121.437632,三石文化,上海市,[],科教文化服务;科教文化场所;科教文化场所
永嘉路41号海佳大厦101室,,上海市,B001533A51,31.210240,121.462109,太一文化,上海市,021-64451280,购物服务;专卖店;古玩字画店
西岑街271号,,上海市,B0FFIYV9N4,31.067385,120.967565,文化古镇,上海市,[],购物服务;购物相关场所;购物相关场所
申长路1588弄梦想加空间3号楼303室,,上海市,B0FFLKTW7K,31.210069,121.313330,矿晶文化,上海市,13816393296,购物服务;专卖店;珠宝首饰工艺品
佘山林湖路888号上海欢乐谷飓风湾,佘山,上海市,B0FFFFK2EL,31.094812,121.216229,哲人文化衫,上海市,[],购物服务;专卖店;专营店
崧文南路177号附近,,上海市,B0FFIYSZFF,31.146392,121.144936,莘潮国际文化广场,上海市,[],购物服务;商场;普通商场
福州路,,上海市,B00155M168,31.233826,121.482638,福州路文化街,上海市,[],风景名胜;风景名胜相关;旅游景点
古猗园路158弄,南翔,上海市,B0FFM9LQ0H,31.288681,121.317516,三兮文化,上海市,15316301545,购物服务;超级市场;超市
昌平路988号103室附近,曹家渡,上海市,B0FFJRUSFE,31.232875,121.437382,读书文化街,上海市,[],购物服务;专卖店;专营店
九亭大街473弄1-49号,,上海市,B001577IAR,31.130297,121.330338,九亭文化广场,上海市,[],风景名胜;公园广场;城市广场
赵巷镇沪青平公路3581弄20号,赵巷,上海市,B0FFK64Q2X,31.144729,121.189577,图书文化园,上海市,[],购物服务;专卖店;书店
芷江中路666附近,,上海市,B00156O3UL,31.258167,121.468476,多元文化街,上海市,[],购物服务;特色商业街;特色商业街
