address,business_area,cityname,id,lat,lon,name,pname,tel,type
沪南路5191-6号附近,康桥,上海市,B0FFHGIBM4,31.153989,121.562385,绿地建筑,上海市,[],商务住宅;住宅区;住宅小区
江帆路,,上海市,B0FFHI38GU,31.617861,121.422913,绿地H-town,上海市,[],商务住宅;住宅区;住宅小区
合作路与双单路交叉路口东南侧(绿地海域观园),,上海市,B0FFH15ZLM,31.329359,121.260260,绿地云墅,上海市,[],商务住宅;住宅区;住宅区
雅丹路789弄2号1401,,上海市,B0015746MV,31.294648,121.198691,绿地澜郡,上海市,[],商务住宅;住宅区;住宅小区
[],,上海市,B0FFLEJZRR,31.234649,121.417242,绿地世家,上海市,[],商务住宅;住宅区;住宅小区
白玉路与瞿家廊路交叉口南150米,,上海市,B0FFGFC82I,31.234808,121.417524,绿地大厦,上海市,[],商务住宅;住宅区;住宅小区
仙霞路1118弄8-48号,仙霞,上海市,B00155FS44,31.20682,121.37604,绿地公寓,上海市,[],商务住宅;住宅区;住宅小区
海马路5888号,海湾,上海市,B00155Q44W,30.826434,121.511282,绿地·香颂,上海市,18621756962,商务住宅;住宅区;住宅小区
闵虹路东200米,梅陇,上海市,B0FFF3X3PG,31.128059,121.394240,莲浦绿地,上海市,[],风景名胜;风景名胜相关;旅游景点
外青松公路5799号,,上海市,B0FFHLQWH7,31.160985,121.12531,青浦绿地中心,上海市,021-59809000,商务住宅;住宅区;住宅小区
秀沿西路218弄,三林镇,上海市,B00156DFDI,31.130819,121.533498,绿地·香颂,上海市,021-20911698,商务住宅;住宅区;住宅小区
青厦路226弄,,上海市,B001557IG3,31.197163,121.68389,绿地公寓(华夏二路),上海市,[],商务住宅;住宅区;住宅小区
新泾路180号,,上海市,B0FFH03CFK,31.204357,121.359159,绿地西郊别墅,上海市,[],商务住宅;住宅区;住宅区
安亭镇博园路8085弄,,上海市,B0FFGPQ6JG,31.278936,121.158510,绿地安亭佳苑,上海市,[],商务住宅;住宅区;住宅小区
幸福路139弄,,上海市,B0FFFWUF51,31.205655,121.431173,华山绿地高层,上海市,[],商务住宅;住宅区;住宅小区
延安西路1181号,,上海市,B0FFFFO8RV,31.211402,121.428818,绿地莫奈印象,上海市,021-62261100;13524275692,商务住宅;住宅区;住宅小区
延安西路与番禺路交叉口西北100米,,上海市,B0FFKFBKGY,31.211279,121.428597,绿地海怡,上海市,[],商务住宅;住宅区;住宅小区
泗泾镇祥严路258号,泗泾,上海市,B0FFGE5XVB,31.126064,121.254603,绿地香缇,上海市,021-50199999,商务住宅;住宅区;住宅小区
[],,上海市,B0FFGB5M3B,30.939272,121.497223,绿地无双,上海市,[],商务住宅;住宅区;住宅小区
华新镇华志路899号,,上海市,B00156CODD,31.229505,121.222918,绿地逸湾,上海市,[],商务住宅;住宅区;住宅小区
古棕路168弄1-190号,临港,上海市,B00156DD2X,30.882673,121.919252,绿地·东岸涟城,上海市,[],商务住宅;住宅区;住宅小区
古新路与春天大道交叉口东50米,花桥,上海市,B0FFGFJ4C1,31.284412,121.124007,绿地晶彩,上海市,[],商务住宅;住宅区;住宅区
菊园新区管委会胜竹路2600号绿地慧怡雅居,,上海市,B0FFGZ05FM,31.398347,121.240309,绿地天呈,上海市,021-59901088,商务住宅;住宅区;住宅小区
牌楼西路303弄1号,,上海市,B0FFFWQDW5,31.024385,121.642310,绿地花园别墅,上海市,[],商务住宅;住宅区;住宅区
富长路1080弄1-359号,顾村,上海市,B00155NMQT,31.354424,121.418712,绿地·公元1860,上海市,[],商务住宅;住宅区;住宅小区
朱泾镇,朱泾,上海市,B00156D6XO,30.900096,121.158141,康健绿地,上海市,[],商务住宅;住宅区;住宅小区
中科路与金科路交汇处东南侧,张江,上海市,B0FFG7FHYJ,31.177514,121.603244,绿地Mtown,上海市,[],商务住宅;楼宇;商住两用楼宇
城银路555弄,,上海市,B00155QXTX,31.31507,121.349664,绿地领海,上海市,[],商务住宅;住宅区;住宅小区
新南路959号,,上海市,B0FFJYXTIH,31.088443,121.339880,绿地乐和城,上海市,[],商务住宅;住宅区;住宅小区
新桥镇新育路509弄,,上海市,B00156GVC8,31.067666,121.321503,新育绿地,上海市,[],商务住宅;住宅区;住宅小区
康欧路与Y255交叉路口往北约50米,,上海市,B0FFF53YRV,31.089279,121.071907,绿地壹墅,上海市,[],商务住宅;住宅区;住宅区
兰博路1189弄331号,奉城,上海市,B0FFLD4JKI,30.912286,121.664914,绿地风清苑,上海市,[],商务住宅;住宅区;住宅小区
徐家汇路与思南路交叉路口东南侧(帝庭),,上海市,B0FFFA2ZI4,31.207137,121.471948,绿地卢湾花园,上海市,[],商务住宅;住宅区;住宅区
吕巷金张公路4640号(近金廊公路),,上海市,B0FFFA279K,30.830365,121.183049,绿地·路易宫,上海市,[],商务住宅;住宅区;住宅小区
新建西路238弄,南桥,上海市,B00155QS51,30.917008,121.44997,绿地海珀华庭,上海市,021-57185686,商务住宅;住宅区;住宅小区
中华路429弄之1-8号(近复兴东路),,上海市,B00155L403,31.218138,121.497915,绿地名人坊,上海市,[],商务住宅;住宅区;住宅小区
新泾镇协和路193号(绿地公馆内),,上海市,B0FFGBYM0L,31.207917,121.356395,绿地(香港),上海市,13918297865,公司企业;公司;公司
蒙自路778号,五里桥,上海市,B0FFGERTKL,31.196308,121.481361,绿地·黄浦滨江,上海市,[],商务住宅;住宅区;住宅小区
奉贤南桥望园南路1588弄1号,南桥,上海市,B00156ZH9S,30.91577,121.489588,绿地未来中心,上海市,[],商务住宅;住宅区;住宅小区
莲花南路988弄,春申,上海市,B001557IG0,31.110448,121.406692,绿地春申花园,上海市,021-54371731,商务住宅;住宅区;住宅小区
希望路116号附近,,上海市,B0FFL8C038,31.346381,121.274241,绿地香湖雅都,上海市,[],商务住宅;住宅区;住宅小区
杨高中路2168弄,洋泾,上海市,B00154DT8Y,31.230164,121.551724,绿地泾南公寓,上海市,021-68530771,商务住宅;住宅区;住宅小区
雅丹路695号附近,,上海市,B0FFHPPTF4,31.294287,121.200338,绿地昌吉名邸,上海市,[],商务住宅;住宅区;住宅小区
金耀南路,华漕,上海市,B0FFH43CAZ,31.236871,121.312493,绿地新江桥城东区,上海市,[],商务住宅;住宅区;住宅小区
惠南镇靖海南路567弄,惠南,上海市,B00156OUP6,31.032624,121.771252,绿地·皇家官邸,上海市,[],商务住宅;住宅区;住宅小区
文宇路88弄162号,,上海市,B00156EOO2,31.046911,121.186555,绿地·云峰名邸,上海市,[],商务住宅;住宅区;住宅小区
古新路1号,花桥,上海市,B0FFKQGVOP,31.284885,121.122602,绿地启航城,上海市,021-39290162,商务住宅;住宅区;住宅区
泗宝路108号,泗泾,上海市,B0FFG6NTSC,31.117036,121.257742,绿地云天坊,上海市,[],商务住宅;住宅区;住宅小区
江海南路与新塘路交汇处,,上海市,B0FFLGLUSO,30.871420,121.466861,绿地·铂晶舍(建设中),上海市,021-64578888,商务住宅;住宅区;住宅小区
望园南路1588弄105号,南桥,上海市,B00156D6WV,30.916004,121.491335,绿地·望海新都,上海市,[],商务住宅;住宅区;住宅小区
富漕路460弄21号301,漕泾,上海市,B00155R1CY,30.797900,121.403405,绿地漕泾新苑,上海市,[],商务住宅;住宅区;住宅小区
沪南路2688弄,康桥,上海市,B001557IG9,31.137471,121.562668,绿地康桥新苑,上海市,021-68060098,商务住宅;住宅区;住宅小区
[],,上海市,B0FFM9OWFZ,31.159533,121.125579,绿地缤纷城,上海市,[],商务住宅;住宅区;住宅小区
浦星公路1919弄,浦江镇,上海市,B0FFFXA92S,31.080125,121.510561,绿地峰尚汇,上海市,021-50198888,商务住宅;住宅区;住宅小区
[],,上海市,B0FFG74GBF,31.381205,121.709273,绿地长兴家园,上海市,[],商务住宅;住宅区;住宅小区
川沙路与绣川路交汇处(绿地东海岸旁),,上海市,B0FFH97EPC,31.181839,121.69998,绿地云悦坊,上海市,[],商务住宅;住宅区;住宅小区|商务住宅;楼宇;商住两用楼宇
真南路4889弄13号,南翔,上海市,B00156GHKL,31.298201,121.315489,绿地新翔家园,上海市,021-69978489,商务住宅;住宅区;住宅小区
嘉定新城双单路999弄,,上海市,B00156E360,31.328945,121.257892,绿地秋霞坊,上海市,[],商务住宅;住宅区;住宅小区
