address,business_area,cityname,id,lat,lon,name,pname,tel,type
沪青平公路1209号2幢,,上海市,B00155R3RB,31.170119382420037,121.3215897931296,汉庭酒店(上海虹桥枢纽火车站店),上海市,021-61679996,住宿服务;宾馆酒店;经济型连锁酒店
杨高中路758号,金桥,上海市,B00155KQIJ,31.249297815894348,121.58359673123685,如家酒店(上海杨高中路店),上海市,021-50706006,住宿服务;宾馆酒店;经济型连锁酒店
中华新路999号,,上海市,B00155L9B7,31.25648134373183,121.44926725751411,7天酒店(上海火车站店),上海市,021-66600667,住宿服务;宾馆酒店;经济型连锁酒店
高科西路726号近东明路,昌里,上海市,B00156EPNT,31.186661699078552,121.50419864372225,如家快捷酒店(上海世博园区高科西路地铁站店),上海市,021-68366888,住宿服务;宾馆酒店;经济型连锁酒店
恒丰路700号,,上海市,B00155Q3R0,31.25051355135712,121.44670828228742,安恒卓悦·商务酒店,上海市,021-63179098;021-63170055;13817181813,住宿服务;宾馆酒店;宾馆酒店
航头路1048号,航头,上海市,B0FFFV8P3J,31.0359352525323,121.59101819874952,如家快捷酒店(航头镇店),上海市,021-68222928,住宿服务;宾馆酒店;经济型连锁酒店
华新镇新凤中路333号E区1幢109室,,上海市,B0FFLCMDLB,31.232281264739754,121.22276197796904,海友酒店(上海青浦华新店),上海市,021-59790955,住宿服务;宾馆酒店;经济型连锁酒店
普善路213号,,上海市,B0FFFLJW2A,31.258829327606353,121.4510938501955,如家快捷酒店(上海火车站北广场普善路店),上海市,021-56983609,住宿服务;宾馆酒店;经济型连锁酒店
沪青平公路899号,,上海市,B0FFGHLT36,31.170907989536303,121.32941092125598,如家快捷酒店(上海虹桥枢纽火车站店),上海市,021-52969996;4008203333;18616756159,住宿服务;宾馆酒店;经济型连锁酒店
九亭镇九新公路46号3-4层,,上海市,B0FFGB7DHI,31.135966415337723,121.31206727104782,怡莱酒店(上海虹桥枢纽九亭地铁站店),上海市,021-37632778,住宿服务;宾馆酒店;经济型连锁酒店
沪南路2502号(近康花路),康桥,上海市,B00157BPA4,31.153577686849868,121.5605917726557,如家快捷酒店(上海沪南路康桥店),上海市,021-68122777,住宿服务;宾馆酒店;经济型连锁酒店
高科东路1857号,,上海市,B0FFG9VONA,31.221927681951954,121.68340179399512,汉庭酒店(上海唐镇高科东路店),上海市,021-60460300;021-61099293,住宿服务;宾馆酒店;经济型连锁酒店
瑞金南路1号海兴广场3楼303室,,上海市,B0FFHBTAT3,31.20674678641404,121.46329449525219,布丁酒店(上海瑞金医院打浦桥地铁站店),上海市,021-64330786,住宿服务;宾馆酒店;经济型连锁酒店
航头镇沪南公路5900号,航头,上海市,B0FFFZYTAY,31.02970601414698,121.59307229177718,汉庭酒店(上海航头店),上海市,021-58222029;021-58222619,住宿服务;宾馆酒店;经济型连锁酒店
镇中路16号,赵巷,上海市,B0FFHBAGIQ,31.157611759713877,121.20301381074945,速8酒店(虹桥枢纽奥特莱斯店),上海市,021-59753362,住宿服务;宾馆酒店;经济型连锁酒店
凤中路57弄68号朋联国际购物中心2-3层,,上海市,B0FFG6CYKV,31.198889021156624,121.2265016454171,格林豪泰酒店(凤中路店),上海市,021-69781879,住宿服务;宾馆酒店;经济型连锁酒店
华洲路130号(地铁2号线远东大道站打车朝东至海滨路右转起步价至酒店),,上海市,B0FFF01Q3G,31.193409478202348,121.76752020676439,汉庭酒店(上海浦东机场店),上海市,021-58930909;19916525274,住宿服务;宾馆酒店;经济型连锁酒店
淞滨路500号(近同济路),吴淞,上海市,B0FFFK7KUY,31.374436998333504,121.4903860354366,海友酒店(上海淞滨路地铁站店),上海市,021-31211558,住宿服务;宾馆酒店;经济型连锁酒店
南桥航南公路5499号,南桥,上海市,B00155L28Z,30.93316092711477,121.46053347927229,锦江之星酒店(上海奉贤南桥店),上海市,021-37199777;021-37199800,住宿服务;宾馆酒店;经济型连锁酒店
谷阳北路1425弄166号松江区商业广场3层,方松,上海市,B00156N3IH,31.034827148982217,121.22773529271751,易佰旅店(上海松江新城地铁站店),上海市,021-37012100,住宿服务;宾馆酒店;经济型连锁酒店
