address,business_area,cityname,id,lat,lon,name,pname,tel,type
淞南镇淞滨路159号,吴淞,上海市,B001570KZB,31.373389,121.495675,中教育(淞滨分校),上海市,021-56677563;4006400611,科教文化服务;培训机构;培训机构
浦东南路1455号(浦东南路潍坊西路交叉口),陆家嘴,上海市,B00156O641,31.223629,121.517430,精锐教育,上海市,[],科教文化服务;培训机构;培训机构
水产路世华国际广场3层,杨行,上海市,B001570ML6,31.365820,121.442260,易成教育,上海市,[],科教文化服务;科教文化场所;科教文化场所
四川北路2071号川北商务楼603室,,上海市,B00155B40X,31.264426,121.483070,桑海教育,上海市,021-51097668,科教文化服务;培训机构;培训机构
友谊支路181-2号,,上海市,B00153C500,31.406447,121.488335,终身教育,上海市,[],科教文化服务;培训机构;培训机构
中山西路933号虹桥银城大厦2101-2103,虹桥,上海市,B00151392C,31.201323,121.413369,枫华教育,上海市,[],科教文化服务;培训机构;培训机构
上南路850号,上南,上海市,B001572I1C,31.176162,121.494834,昂立教育(上南世博校区),上海市,021-50475922;021-50475620,科教文化服务;培训机构;培训机构
松汇中路568号沃尔玛广场2楼,中山,上海市,B001571JBL,31.005069,121.233751,学大教育(上海松江校区),上海市,[],科教文化服务;培训机构;培训机构
水城路68号三楼(虹古路),古北,上海市,B001570LAF,31.202927,121.391659,学乐教育(水城路),上海市,021-64264555,科教文化服务;培训机构;培训机构
共和新路4666弄11号城市新汇5层D座,共康,上海市,B00156O3Y8,31.317671,121.446777,昂立教育(彭浦校区),上海市,021-66081289;4008208062,科教文化服务;培训机构;培训机构
东川路2378号3层301室,,上海市,B00156F2Q1,31.011606,121.409971,精锐教育(闵行东川中心),上海市,[],科教文化服务;培训机构;培训机构
真华路1106号2楼,,上海市,B00156EF1Y,31.277537,121.411561,精锐教育(宝山大华中心),上海市,4008796685,科教文化服务;培训机构;培训机构
平凉路1500号上海市总工会沪东工人文化宫3号楼216室,,上海市,B001550XNO,31.265177,121.539570,德才教育(平凉路),上海市,021-65701799;021-65399758,科教文化服务;培训机构;培训机构
零陵北路31号,,上海市,B00155HOBR,31.195510,121.465486,精锐教育(徐汇大木桥中心),上海市,021-61000377,科教文化服务;培训机构;培训机构
共和新路1500号3号楼3层,,上海市,B00157205F,31.267130,121.457224,睿思教育(共和新路),上海市,021-36398330,科教文化服务;培训机构;培训机构
友谊路199号新宝山大厦4层C座,,上海市,B001571MT0,31.405330,121.483439,博通教育(友谊路分校),上海市,021-66780166;021-66780990,科教文化服务;培训机构;培训机构
大宁路701号歌林商务大厦5层,,上海市,B001571MAY,31.271821,121.445571,易成教育(大宁校区),上海市,021-61673099,科教文化服务;培训机构;培训机构
嘉善路98、118号明园商务中心B座B501,,上海市,B001570M26,31.211752,121.459016,安博教育(嘉善路),上海市,[],科教文化服务;培训机构;培训机构
大同路449号9层,高桥,上海市,B00156GSMX,31.341935,121.579820,求实教育(高桥分部),上海市,021-50412998;021-50408829,科教文化服务;培训机构;培训机构
通河路530号原吉买盛超市对面,庙行镇,上海市,B00156GLJ9,31.336585,121.445173,龙文教育(通河校区),上海市,[],科教文化服务;培训机构;培训机构
富平路877号(近真金路),桃浦,上海市,B00155QR4X,31.266097,121.404009,北智教育(富平路校区),上海市,021-56354626;021-56354628,科教文化服务;培训机构;培训机构
田林东路360弄之1-2号2层2B,漕河泾,上海市,B00155MTTX,31.173708,121.428656,华越教育(田林东路),上海市,[],科教文化服务;培训机构;培训机构
陕西北路66号科恩国际中心14层03室,,上海市,B00155KLKI,31.224905,121.456832,拓思教育(陕西北路),上海市,[],科教文化服务;培训机构;培训机构
广元西路45交大慧谷科技商城416室,,上海市,B00155ITD9,31.197930,121.435765,同齐教育(广元西路分部),上海市,[],科教文化服务;培训机构;培训机构
四平路2158号富庆国定大厦507、1406,五角场,上海市,B001559HIB,31.294690,121.513710,复创教育(四平路),上海市,[],科教文化服务;培训机构;培训机构
国顺东路260号文荟楼2层,,上海市,B00155NB7B,31.298547,121.532354,龙文教育(营口校区),上海市,021-55220741;021-55221406,科教文化服务;培训机构;培训机构
田东路400东宇商务楼418室,漕河泾,上海市,B00156O6GZ,31.174597,121.435872,龙文教育(漕溪路分部),上海市,021-61113508;021-61113507,科教文化服务;培训机构;培训机构
打浦路8海华商厦2层225-229,,上海市,B00155HY6C,31.205102,121.469490,上海东方教育,上海市,021-54659503;021-64300862,科教文化服务;培训机构;培训机构
花园路171号花园坊A3幢,江湾,上海市,B0FFFYTWMM,31.271882,121.475462,高顿教育,上海市,021-31032045;4006008011,科教文化服务;培训机构;培训机构
延安西路1358迎龙大厦2号楼3层A座,,上海市,B00157A5N2,31.209416,121.424621,儒森教育,上海市,021-52589885;021-52589850,科教文化服务;培训机构;培训机构
川沙新镇川沙路4889弄4号3层,川沙,上海市,B001579EWW,31.194334,121.698177,学尔森教育(川沙分校),上海市,4001188184,科教文化服务;培训机构;培训机构
海泉路511号(上海应用技术大学南对面),海湾,上海市,B00156G817,30.839081,121.510638,华图教育(海泉路),上海市,18021072596,科教文化服务;培训机构;培训机构
