OBJECTID,x,y
0,103.73,29.976777777777777
1,103.703125,29.976777777777777
2,103.67625000000001,29.976777777777777
3,103.649375,29.976777777777777
4,103.6225,29.976777777777777
5,103.595625,29.976777777777777
6,103.56875,29.976777777777777
7,103.541875,29.976777777777777
8,103.515,29.976777777777777
9,103.488125,29.976777777777777
10,103.46125,29.976777777777777
11,103.434375,29.976777777777777
12,103.4075,29.976777777777777
13,103.380625,29.976777777777777
14,103.35374999999999,29.976777777777777
15,103.326875,29.976777777777777
16,103.3,29.976777777777777
17,103.73,29.953555555555557
18,103.703125,29.953555555555557
19,103.67625000000001,29.953555555555557
20,103.649375,29.953555555555557
21,103.6225,29.953555555555557
22,103.595625,29.953555555555557
23,103.56875,29.953555555555557
24,103.541875,29.953555555555557
25,103.515,29.953555555555557
26,103.488125,29.953555555555557
27,103.46125,29.953555555555557
28,103.434375,29.953555555555557
29,103.4075,29.953555555555557
30,103.380625,29.953555555555557
31,103.35374999999999,29.953555555555557
32,103.326875,29.953555555555557
33,103.3,29.953555555555557
34,103.73,29.930333333333333
35,103.703125,29.930333333333333
36,103.67625000000001,29.930333333333333
37,103.649375,29.930333333333333
38,103.6225,29.930333333333333
39,103.595625,29.930333333333333
40,103.56875,29.930333333333333
41,103.541875,29.930333333333333
42,103.515,29.930333333333333
43,103.488125,29.930333333333333
44,103.46125,29.930333333333333
45,103.434375,29.930333333333333
46,103.4075,29.930333333333333
47,103.380625,29.930333333333333
48,103.35374999999999,29.930333333333333
49,103.326875,29.930333333333333
50,103.3,29.930333333333333
51,103.73,29.90711111111111
52,103.703125,29.90711111111111
53,103.67625000000001,29.90711111111111
54,103.649375,29.90711111111111
55,103.6225,29.90711111111111
56,103.595625,29.90711111111111
57,103.56875,29.90711111111111
58,103.541875,29.90711111111111
59,103.515,29.90711111111111
60,103.488125,29.90711111111111
61,103.46125,29.90711111111111
62,103.434375,29.90711111111111
63,103.4075,29.90711111111111
64,103.380625,29.90711111111111
65,103.35374999999999,29.90711111111111
66,103.326875,29.90711111111111
67,103.3,29.90711111111111
68,103.73,29.88388888888889
69,103.703125,29.88388888888889
70,103.67625000000001,29.88388888888889
71,103.649375,29.88388888888889
72,103.6225,29.88388888888889
73,103.595625,29.88388888888889
74,103.56875,29.88388888888889
75,103.541875,29.88388888888889
76,103.515,29.88388888888889
77,103.488125,29.88388888888889
78,103.46125,29.88388888888889
79,103.434375,29.88388888888889
80,103.4075,29.88388888888889
81,103.380625,29.88388888888889
82,103.35374999999999,29.88388888888889
83,103.326875,29.88388888888889
84,103.3,29.88388888888889
85,103.73,29.860666666666667
86,103.703125,29.860666666666667
87,103.67625000000001,29.860666666666667
88,103.649375,29.860666666666667
89,103.6225,29.860666666666667
90,103.595625,29.860666666666667
91,103.56875,29.860666666666667
92,103.541875,29.860666666666667
93,103.515,29.860666666666667
94,103.488125,29.860666666666667
95,103.46125,29.860666666666667
96,103.434375,29.860666666666667
97,103.4075,29.860666666666667
98,103.380625,29.860666666666667
99,103.35374999999999,29.860666666666667
100,103.326875,29.860666666666667
101,103.3,29.860666666666667
102,103.73,29.837444444444444
103,103.703125,29.837444444444444
104,103.67625000000001,29.837444444444444
105,103.649375,29.837444444444444
106,103.6225,29.837444444444444
107,103.595625,29.837444444444444
108,103.56875,29.837444444444444
109,103.541875,29.837444444444444
110,103.515,29.837444444444444
111,103.488125,29.837444444444444
112,103.46125,29.837444444444444
113,103.434375,29.837444444444444
114,103.4075,29.837444444444444
115,103.380625,29.837444444444444
116,103.35374999999999,29.837444444444444
117,103.326875,29.837444444444444
118,103.3,29.837444444444444
119,103.73,29.814222222222224
120,103.703125,29.814222222222224
121,103.67625000000001,29.814222222222224
122,103.649375,29.814222222222224
123,103.6225,29.814222222222224
124,103.595625,29.814222222222224
125,103.56875,29.814222222222224
126,103.541875,29.814222222222224
127,103.515,29.814222222222224
128,103.488125,29.814222222222224
129,103.46125,29.814222222222224
130,103.434375,29.814222222222224
131,103.4075,29.814222222222224
132,103.380625,29.814222222222224
133,103.35374999999999,29.814222222222224
134,103.326875,29.814222222222224
135,103.3,29.814222222222224
136,103.73,29.791
137,103.703125,29.791
138,103.67625000000001,29.791
139,103.649375,29.791
140,103.6225,29.791
141,103.595625,29.791
142,103.56875,29.791
143,103.541875,29.791
144,103.515,29.791
145,103.488125,29.791
146,103.46125,29.791
147,103.434375,29.791
148,103.4075,29.791
149,103.380625,29.791
150,103.35374999999999,29.791
151,103.326875,29.791
152,103.3,29.791
153,103.73,29.767777777777777
154,103.703125,29.767777777777777
155,103.67625000000001,29.767777777777777
156,103.649375,29.767777777777777
157,103.6225,29.767777777777777
158,103.595625,29.767777777777777
159,103.56875,29.767777777777777
160,103.541875,29.767777777777777
161,103.515,29.767777777777777
162,103.488125,29.767777777777777
163,103.46125,29.767777777777777
164,103.434375,29.767777777777777
165,103.4075,29.767777777777777
166,103.380625,29.767777777777777
167,103.35374999999999,29.767777777777777
168,103.326875,29.767777777777777
169,103.3,29.767777777777777
170,103.73,29.744555555555557
171,103.703125,29.744555555555557
